Speaker	Start	End	Sentence	Emotion	DialogueAct
user11	1948.54	1953.35	null	Neutral	Yes-No-Question
user11	1953.93	1961.64	null	Neutral	Statement-non-opinion
user11	1961.74	1963.44	null	Negative	Statement-opinion
user11	1963.78	1965.13	null	Neutral	Collaborative Completion
user11	1965.76	1966.52	null	Neutral	Others
user11	1967.06	1975.09	null	Neutral	Statement-non-opinion
user11	1975.49	1978.09	null	Neutral	Statement-non-opinion
user11	1978.56	1980.66	null	Neutral	Collaborative Completion
user11	1980.89	1986.73	null	Neutral	Statement-non-opinion
user11	1986.85	1988.54	null	Neutral	Statement-non-opinion
user11	1989.04	1992.4	null	Neutral	Statement-opinion
user11	1993.04	1994.97	null	Neutral	Statement-non-opinion
user11	1995.46	2001.43	null	Negative	Statement-non-opinion
user11	2002	2004	null	Neutral	Statement-non-opinion
user11	2004.52	2004.84	null	Positive	Others
user11	2005.04	2006.29	null	Positive	Statement-opinion
user11	2006.59	2010	null	Negative	Statement-non-opinion
user11	2010.83	2011.35	null	Neutral	Statement-non-opinion
user11	2012.37	2012.94	null	Neutral	Others
user11	2013.95	2018.76	null	Negative	Yes-No-Question
user00	2019.17	2021.71	null	Neutral	Statement-opinion
user00	2022.54	2024.84	null	Neutral	Abandoned or Turn-Exit
user00	2024.94	2026.59	null	Neutral	Collaborative Completion
user00	2027.11	2032.02	null	Neutral	Statement-non-opinion
user00	2032.6	2033.46	null	Neutral	Statement-opinion
user00	2034.25	2034.81	null	Neutral	Uninterpretable
user00	2036.23	2038.05	null	Negative	Statement-non-opinion
user00	2038.34	2043.04	null	Neutral	Statement-opinion
user00	2043.53	2045.05	null	Neutral	Statement-opinion
user00	2045.37	2046.17	null	Neutral	Statement-opinion
user00	2046.71	2051.21	null	Negative	Statement-non-opinion
user00	2051.68	2054.08	null	Neutral	Statement-opinion
user00	2054.57	2058.11	null	Negative	Statement-opinion
user00	2058.96	2064.76	null	Neutral	Statement-opinion
user00	2065.35	2066.96	null	Neutral	Collaborative Completion
user00	2067.41	2068.64	null	Neutral	Statement-opinion
user00	2069.49	2070.16	null	Neutral	Collaborative Completion
user00	2071.06	2072.37	null	Neutral	Statement-opinion
user00	2072.63	2074.4	null	Neutral	Abandoned or Turn-Exit
user00	2075.26	2077.55	null	Neutral	Statement-non-opinion
user00	2078.09	2078.36	null	Neutral	Statement-non-opinion
user00	2078.82	2080.07	null	Neutral	Statement-non-opinion
user00	2080.91	2085.74	null	Neutral	Statement-non-opinion
user00	2086.19	2088.42	null	Positive	Statement-non-opinion
user00	2088.93	2097.6	null	Neutral	Statement-non-opinion
user00	2098.02	2102.26	null	Negative	Statement-non-opinion
user00	2103	2105.09	null	Negative	Statement-non-opinion
user00	2106.02	2108.05	null	Negative	Statement-non-opinion
user00	2108.38	2110.43	null	Neutral	Collaborative Completion
user00	2110.81	2117.61	null	Neutral	Statement-non-opinion
user00	2118.14	2120.79	null	Neutral	Statement-opinion
user00	2121.14	2122.78	null	Neutral	Statement-opinion
user00	2123.2	2124.48	null	Neutral	Collaborative Completion
user00	2125.23	2127.57	null	Neutral	Statement-non-opinion
user00	2127.91	2130.47	null	Negative	Statement-opinion
user00	2131.72	2132.6	null	Positive	Statement-opinion
user01	2133.75	2138.74	null	Neutral	Statement-opinion
user01	2139.32	2140.55	null	Negative	Statement-opinion
user00	2140.9	2141.16	null	Neutral	Yes-No-Question
user00	2141.71	2143.15	null	Neutral	Yes-No-Question
user01	2143.32	2144.29	null	Neutral	Others
user01	2144.94	2147.31	null	Positive	Abandoned or Turn-Exit
user01	2147.8	2150.34	null	Neutral	Statement-opinion
user01	2150.61	2154.23	null	Neutral	Statement-opinion
user01	2155.18	2159.92	null	Negative	Abandoned or Turn-Exit
user01	2160.22	2166.16	null	Neutral	Statement-opinion
user01	2166.74	2169.47	null	Neutral	Statement-opinion
user01	2169.91	2172.64	null	Neutral	Statement-non-opinion
user01	2174.04	2181.79	null	Neutral	Statement-opinion
user01	2182.62	2184.76	null	Neutral	Statement-non-opinion
user01	2186.04	2188.52	null	Neutral	Collaborative Completion
user11	2189.4	2192.79	null	Neutral	Statement-opinion
user11	2193.54	2195.51	null	Neutral	Statement-non-opinion
user11	2195.75	2197.2	null	Neutral	Statement-non-opinion
user11	2197.64	2201.01	null	Neutral	Statement-non-opinion
user11	2201.48	2203.36	null	Neutral	Statement-non-opinion
user11	2203.74	2205.42	null	Positive	Others
user11	2206.04	2206.65	null	Neutral	Uninterpretable
user11	2207.05	2209.72	null	Negative	Statement-non-opinion
user11	2210.11	2211.46	null	Neutral	Collaborative Completion
user11	2211.74	2214.33	null	Neutral	Statement-non-opinion
user00	2212.99	2215.59	null	Neutral	Statement-non-opinion
user00	2215.95	2218.65	null	Neutral	Statement-opinion
user00	2219.47	2219.91	null	Neutral	Collaborative Completion
user00	2220.27	2220.79	null	Neutral	Uninterpretable
user00	2222.1	2231.15	null	Neutral	Statement-opinion
user00	2231.81	2233.5	null	Neutral	Statement-non-opinion
user00	2233.75	2234.91	null	Neutral	Statement-non-opinion
user00	2235.54	2237.02	null	Neutral	Statement-non-opinion
user00	2238.17	2241.02	null	Neutral	Statement-non-opinion
user00	2241.76	2242.41	null	Neutral	Others
user00	2242.73	2244.65	null	Neutral	Others
user00	2245.63	2251.48	null	Neutral	Statement-non-opinion
user00	2253.07	2253.56	null	Neutral	Statement-non-opinion
user00	2254.3	2255.4	null	Neutral	Others
user00	2255.85	2258.42	null	Neutral	Statement-non-opinion
user00	2258.89	2263.33	null	Neutral	Statement-non-opinion
user00	2263.65	2267.18	null	Neutral	Statement-non-opinion
user00	2267.52	2267.85	null	Neutral	Yes-No-Question
user00	2268.17	2272.21	null	Neutral	Statement-opinion
user00	2272.59	2273.4	null	Neutral	Collaborative Completion
user00	2274.08	2277.61	null	Neutral	Statement-opinion
user00	2277.99	2280.42	null	Neutral	Statement-non-opinion
user00	2281.56	2283.87	null	Neutral	Statement-non-opinion
user00	2284.15	2288.24	null	Negative	Statement-non-opinion
user00	2289.03	2296.25	null	Neutral	Others
user00	2297.57	2298.04	null	Neutral	Statement-non-opinion
user00	2298.92	2300.15	null	Neutral	Statement-non-opinion
user00	2301.45	2305.96	null	Neutral	Others
user00	2306.65	2308.29	null	Neutral	Collaborative Completion
user00	2309.04	2310.5	null	Neutral	Statement-opinion
user00	2311.36	2312.45	null	Neutral	Statement-non-opinion
user00	2312.71	2313.31	null	Neutral	Collaborative Completion
user00	2313.75	2317.26	null	Neutral	Statement-opinion
user00	2318.53	2319.3	null	Neutral	Collaborative Completion
user00	2319.73	2320.28	null	Neutral	Collaborative Completion
user00	2320.6	2323.3	null	Neutral	Abandoned or Turn-Exit
user00	2323.64	2324.16	null	Neutral	Statement-non-opinion
user00	2324.64	2325.08	null	Neutral	Collaborative Completion
user00	2325.26	2327.05	null	Neutral	Statement-non-opinion
user01	2327.96	2328.48	null	Neutral	Others
user01	2328.81	2334.17	null	Neutral	Statement-opinion
user11	2334.78	2335.32	null	Neutral	Others
user11	2336.11	2339.79	null	Neutral	Statement-non-opinion
user01	2339.69	2343.3	null	Negative	Yes-No-Question
user11	2344.65	2344.99	null	Neutral	Others
user11	2345.51	2346.47	null	Neutral	Statement-non-opinion
user11	2348.63	2353.07	null	Neutral	Statement-non-opinion
user11	2353.44	2354.62	null	Negative	Collaborative Completion
user11	2355	2357.83	null	Neutral	Statement-opinion
user00	2358.49	2360.88	null	Neutral	Others
user01	2360.38	2361.44	null	Neutral	Statement-opinion
user01	2361.71	2366.4	null	Neutral	Statement-non-opinion
user01	2366.81	2369.78	null	Negative	Statement-non-opinion
user01	2370.42	2376.43	null	Neutral	Statement-non-opinion
user01	2376.98	2384.71	null	Positive	Statement-non-opinion
user01	2385.54	2389.99	null	Positive	Statement-opinion
user01	2390.57	2394.57	null	Neutral	Statement-non-opinion
user11	2395.33	2396.41	null	Neutral	Others
user11	2398.7	2402.43	null	Neutral	Statement-non-opinion
user11	2402.75	2405.13	null	Neutral	Statement-non-opinion
user11	2405.52	2407.78	null	Neutral	Statement-non-opinion
user11	2408.19	2414.24	null	Negative	Statement-non-opinion
user11	2414.65	2417.03	null	Neutral	Yes-No-Question
user11	2417.4	2419.47	null	Negative	Statement-non-opinion
user11	2419.76	2421.89	null	Neutral	Statement-opinion
user11	2422.23	2423.69	null	Neutral	Statement-non-opinion
user01	2424.44	2424.91	null	Neutral	Collaborative Completion
user01	2425.72	2429.75	null	Negative	Statement-opinion
user01	2430.63	2437.02	null	Positive	Statement-opinion
user11	2440.77	2446.47	null	Neutral	Statement-non-opinion
user11	2446.91	2451.06	null	Neutral	Statement-non-opinion
user11	2451.39	2453.95	null	Neutral	Statement-non-opinion
user11	2454.69	2455.06	null	Neutral	Others
user11	2455.33	2459.47	null	Neutral	Statement-opinion
user11	2460.18	2460.58	null	Neutral	Others
user11	2460.95	2461.85	null	Neutral	Statement-non-opinion
user00	2465.48	2465.63	null	Neutral	Uninterpretable
user01	2466.89	2467.3	null	Positive	Others
user01	2468.19	2471.72	null	Neutral	Statement-non-opinion
user01	2472.11	2472.66	null	Neutral	Uninterpretable
user01	2474.25	2481.29	null	Neutral	Statement-non-opinion
user01	2481.68	2482.28	null	Neutral	Statement-non-opinion
user01	2482.94	2484.27	null	Negative	Statement-opinion
user01	2484.85	2485.57	null	Neutral	Uninterpretable
user01	2486.74	2491.89	null	Neutral	Statement-non-opinion
user01	2492.86	2493.81	null	Positive	Statement-opinion
user01	2494.77	2522.7	null	Negative	Statement-non-opinion
user01	2523.34	2529.7	null	Negative	Statement-non-opinion
user01	2530.58	2531.15	null	Neutral	Abandoned or Turn-Exit
user01	2531.64	2538.81	null	Neutral	Others
user01	2539.56	2543.67	null	Positive	Statement-non-opinion
user01	2543.78	2549.09	null	Neutral	Abandoned or Turn-Exit
user01	2549.28	2561.95	null	Neutral	Statement-non-opinion
user01	2563.74	2574.76	null	Neutral	Statement-non-opinion
user00	2579.87	2582.93	null	Neutral	Statement-non-opinion
user00	2583.52	2585.56	null	Neutral	Abandoned or Turn-Exit
user00	2585.73	2585.98	null	Neutral	Abandoned or Turn-Exit
user10	2587.36	2588.9	null	Neutral	Statement-non-opinion
user10	2589.3	2598.42	null	Negative	Statement-opinion
user10	2599.78	2600.09	null	Neutral	Others
user01	2600.09	2601.08	null	Neutral	Statement-opinion
user01	2601.72	2605.35	null	Neutral	Statement-opinion
user10	2603.51	2603.8	null	Neutral	Others
user10	2605.66	2606.08	null	Neutral	Others
user10	2606.4	2608.04	null	Neutral	Statement-non-opinion
user01	2606.48	2607.04	null	Neutral	Others
user01	2608.46	2608.85	null	Neutral	Statement-non-opinion
user01	2610.16	2613.66	null	Negative	Statement-opinion
user01	2613.79	2623.66	null	Neutral	Statement-non-opinion
user01	2624.44	2625.75	null	Neutral	Statement-non-opinion
user01	2626.21	2634.68	null	Neutral	Statement-non-opinion
user01	2635.95	2638.75	null	Neutral	Statement-opinion
user01	2639.85	2644.64	null	Neutral	Statement-non-opinion
user01	2645.63	2646.21	null	Neutral	Others
user01	2648.3	2648.67	null	Negative	Statement-non-opinion
user01	2649.09	2650.46	null	Negative	Statement-non-opinion
user01	2650.76	2653.48	null	Neutral	Yes-No-Question
user02	2655.25	2660.45	null	Neutral	Statement-opinion
user02	2660.89	2661.87	null	Negative	Statement-non-opinion
user02	2662.39	2676.6	null	Negative	Statement-non-opinion
user01	2677.54	2692.24	null	Neutral	Statement-opinion
user02	2677.75	2678.22	null	Neutral	Others
user01	2692.51	2694.5	null	Positive	Statement-non-opinion
user01	2695.18	2700.29	null	Negative	Statement-non-opinion
user01	2700.54	2703.01	null	Neutral	Statement-non-opinion
user01	2703.82	2721.44	null	Positive	Statement-non-opinion
user01	2721.81	2724.27	null	Neutral	Others
user01	2725.18	2725.64	null	Neutral	Others
user01	2725.94	2728.07	null	Negative	Statement-non-opinion
user01	2729.49	2733	null	Neutral	Statement-non-opinion
user01	2734.4	2734.87	null	Neutral	Others
user01	2735.37	2744.64	null	Neutral	Statement-non-opinion
user01	2745.25	2745.7	null	Neutral	Others
user01	2746.55	2752.54	null	Neutral	Statement-non-opinion
user01	2753.08	2756.92	null	Negative	Statement-opinion
user01	2757.6	2764.25	null	Neutral	Statement-opinion
user01	2764.52	2768.33	null	Negative	Statement-opinion
user01	2768.94	2773.31	null	Negative	Statement-non-opinion
user01	2773.75	2775.74	null	Neutral	Abandoned or Turn-Exit
user01	2776.28	2778.15	null	Negative	Statement-opinion
user01	2778.63	2782.3	null	Neutral	Statement-opinion
user01	2782.73	2784.48	null	Negative	Statement-opinion
user12	2785.8	2790.37	null	Neutral	Statement-non-opinion
user01	2789.91	2791.1	null	Neutral	Uninterpretable
user01	2792.11	2794.35	null	Negative	Statement-non-opinion
user01	2794.79	2803.82	null	Neutral	Statement-non-opinion
user01	2804.24	2805.74	null	Neutral	Collaborative Completion
user00	2805.93	2806.69	null	Neutral	Others
user00	2807.06	2811.33	null	Negative	Statement-non-opinion
user00	2811.85	2813.27	null	Neutral	Statement-non-opinion
user00	2814.13	2815.33	null	Neutral	Statement-non-opinion
user00	2815.58	2816.34	null	Neutral	Others
user01	2817.76	2818.23	null	Neutral	Others
user01	2819.26	2819.94	null	Neutral	Others
user01	2820.56	2823.34	null	Negative	Statement-non-opinion
user00	2824.61	2825.22	null	Neutral	Statement-non-opinion
user10	2825.79	2826.09	null	Neutral	Others
user10	2827.93	2832.17	null	Negative	Statement-opinion
user00	2828.1	2828.58	null	Neutral	Others
user01	2828.58	2828.78	null	Neutral	Uninterpretable
user01	2833.13	2837.06	null	Neutral	Statement-non-opinion
user01	2837.69	2844.98	null	Positive	Statement-non-opinion
user01	2845.08	2846.21	null	Negative	Statement-opinion
user01	2846.46	2847.48	null	Positive	Statement-opinion
user01	2849.35	2849.97	null	Neutral	Statement-non-opinion
user01	2850.31	2859.02	null	Negative	Statement-non-opinion
user01	2859.41	2859.84	null	Neutral	Others
user01	2860.84	2864.32	null	Negative	Statement-non-opinion
user01	2864.64	2876.25	null	Negative	Statement-non-opinion
user01	2877.01	2878.74	null	Neutral	Others
user01	2879.17	2892.7	null	Neutral	Statement-opinion
user01	2893.83	2894.19	null	Neutral	Uninterpretable
user12	2894.84	2898.08	null	Neutral	Yes-No-Question
user01	2898.79	2902.22	null	Neutral	Others
user01	2902.79	2904.97	null	Neutral	Statement-non-opinion
user01	2906.32	2911.75	null	Neutral	Statement-non-opinion
user01	2912.36	2919.24	null	Neutral	Statement-non-opinion
user02	2912.46	2912.92	null	Neutral	Collaborative Completion
user11	2916.71	2917.32	null	Neutral	Others
user01	2919.78	2921.02	null	Neutral	Collaborative Completion
user01	2921.83	2925.07	null	Neutral	Statement-opinion
user12	2925.49	2928.07	null	Neutral	Statement-non-opinion
user01	2925.83	2926.45	null	Neutral	Collaborative Completion
user01	2928.36	2933.13	null	Neutral	Statement-opinion
user01	2934.01	2936.46	null	Negative	Others
user11	2935.58	2935.73	null	Neutral	Abandoned or Turn-Exit
user12	2935.73	2936.24	null	Negative	Collaborative Completion
user01	2936.66	2937	null	Neutral	Others
user01	2937.62	2940.42	null	Neutral	Statement-opinion
user12	2938.23	2938.65	null	Neutral	Abandoned or Turn-Exit
user01	2941.59	2949.67	null	Negative	Statement-opinion
user01	2950.87	2954.99	null	Neutral	Statement-opinion
user01	2955.26	2977.26	null	Neutral	Statement-opinion
user11	2958.85	2959.29	null	Neutral	Uninterpretable
user01	2977.63	2981.07	null	Negative	Statement-non-opinion
user01	2981.63	2983.66	null	Negative	Statement-opinion
user01	2984.37	2986.12	null	Neutral	Collaborative Completion
user01	2986.49	2996.23	null	Neutral	Abandoned or Turn-Exit
user12	2995.99	2996.36	null	Neutral	Statement-non-opinion
user01	2996.73	2997.14	null	Neutral	Statement-opinion
user01	2997.34	2997.85	null	Neutral	Statement-non-opinion
user01	2998.59	3001.14	null	Neutral	Statement-non-opinion
user12	3000.55	3010.71	null	Negative	Yes-No-Question
user01	3011.99	3013.1	null	Positive	Others
user01	3013.59	3014.35	null	Neutral	Uninterpretable
user01	3015.23	3024.9	null	Negative	Statement-opinion
user01	3025.29	3027.99	null	Neutral	Abandoned or Turn-Exit
user01	3028.32	3029.79	null	Neutral	Abandoned or Turn-Exit
user01	3029.89	3033.89	null	Neutral	Collaborative Completion
user01	3034.28	3041.07	null	Neutral	Statement-non-opinion
user01	3041.28	3045.18	null	Neutral	Statement-non-opinion
user12	3041.81	3042.18	null	Neutral	Others
user12	3045.62	3047.09	null	Neutral	Statement-non-opinion
user12	3049.15	3049.47	null	Neutral	Others
user12	3053.82	3054.08	null	Neutral	Statement-non-opinion
user01	3055.49	3055.95	null	Neutral	Statement-non-opinion
user01	3057.45	3058.19	null	Neutral	Statement-non-opinion
