Speaker	Start	End	Sentence	Emotion	DialogueAct
SPEAKER_03	1120.69	1122.58	It will clarify that point. Ah,.	Neutral	Statement-opinion
SPEAKER_03	1123.20	1124.62	How we categori.	Neutral	Statement-non-opinion
SPEAKER_03	1125.96	1126.34	Uh.	Neutral	Uninterpretable
SPEAKER_03	1128.01	1128.77	And then.	Neutral	Statement-non-opinion
SPEAKER_03	1129.09	1129.57	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_03	1130.92	1134.66	What else about sals playing metrics senhe on if youon talk about this comment here.	Neutral	Wh-Question
SPEAKER_04	1135.22	1136.79	Yes at this is I'm.	Neutral	Agree/Accept
SPEAKER_04	1137.18	1137.55	The.	Neutral	Statement-non-opinion
SPEAKER_04	1138.97	1141.72	It would I'd like to compare notes with.	Neutral	Statement-non-opinion
SPEAKER_04	1142.32	1145.72	The rest of yall and the other gt motions about.	Neutral	Statement-non-opinion
SPEAKER_04	1146.64	1147.29	The.	Neutral	Uninterpretable
SPEAKER_04	1147.72	1148.25	Him.	Neutral	Collaborative Completion
SPEAKER_04	1149.07	1150.05	To ultimate.	Neutral	Appreciation
SPEAKER_04	1150.96	1154.56	Was going down the path of using pathfactory for.	Negative	Statement-non-opinion
SPEAKER_04	1155.17	1156.53	To measure how.	Neutral	Collaborative Completion
SPEAKER_04	1156.87	1159.91	Each sales person engaged with.	Neutral	Statement-non-opinion
SPEAKER_04	1160.36	1162.91	The sales play itself and the.	Neutral	Statement-opinion
SPEAKER_04	1163.87	1165.34	I think that's.	Neutral	Statement-opinion
SPEAKER_04	1166.24	1166.62	I think.	Neutral	Statement-opinion
SPEAKER_04	1167.05	1167.75	If we.	Neutral	Statement-non-opinion
SPEAKER_04	1168.23	1169.27	I.	Neutral	Statement-non-opinion
SPEAKER_04	1170.54	1172.90	And a nell for feed back in tarms of.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	1173.56	1176.65	Youall mentioned in the the meeting friday before last.	Neutral	Statement-non-opinion
SPEAKER_04	1177.39	1179.50	That metrics were important to you. Can you.	Neutral	Yes-No-Question
SPEAKER_04	1180.26	1181.44	Me a little bit about that.	Neutral	Affirmative non-yes answers
SPEAKER_04	1182.08	1182.99	And an.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	1184.02	1184.49	How.	Neutral	Statement-non-opinion
SPEAKER_04	1185.30	1186.11	I prut his.	Neutral	Statement-non-opinion
SPEAKER_04	1186.50	1189.03	Quot in that tod n that issued.	Neutral	Statement-non-opinion
SPEAKER_04	1189.66	1191.26	He wants to see like.	Neutral	Statement-non-opinion
SPEAKER_04	1192.43	1198.82	Is there a particular title that we're not calling on when we get suck in premium that we do with t he ultimate and.	Neutral	Yes-No-Question
SPEAKER_04	1199.23	1200.36	The difference of what makes.	Neutral	Collaborative Completion
SPEAKER_04	1200.68	1201.88	Is there.	Neutral	Backchannel in question form
SPEAKER_04	1202.37	1205.47	Am you know what what are the differences that are driving.	Neutral	Yes-No-Question
SPEAKER_04	1206.26	1209.89	Were were were successful in getting to ultimate and were were not.	Neutral	Statement-non-opinion
SPEAKER_04	1210.99	1212.79	Path, factories not now tell us that.	Neutral	Statement-opinion
SPEAKER_04	1213.06	1215.43	I think that that's all sails corse.	Neutral	Statement-opinion
SPEAKER_04	1215.97	1216.41	Data.	Neutral	Collaborative Completion
SPEAKER_04	1216.96	1218.21	An understanding.	Neutral	Collaborative Completion
SPEAKER_04	1219.39	1219.80	E.	Neutral	Statement-non-opinion
SPEAKER_04	1220.98	1223.29	We can understand that we can understand.	Neutral	Statement-opinion
SPEAKER_04	1223.81	1230.51	From pathfactory, which customer is engaged with us, and if the asset is tagged with a tracker.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	1230.93	1231.32	That's.	Neutral	Uninterpretable
SPEAKER_04	1231.49	1233.03	Associated with the campaign.	Neutral	Statement-non-opinion
SPEAKER_04	1233.45	1235.14	Then you know which campaign it came from.	Neutral	Declarative Yes-No-Question
SPEAKER_04	1235.63	1237.99	If we know which customers came from.	Neutral	Statement-opinion
SPEAKER_04	1238.56	1241.53	The premium dultimate campaign: why do we care.	Negative	Collaborative Completion
SPEAKER_04	1242.07	1246.02	Whether niko or larry, or whatever, picked on a particular.	Neutral	Statement-opinion
SPEAKER_04	1246.73	1247.37	Asset.	Positive	Collaborative Completion
SPEAKER_05	1247.67	1252.97	O only know that so the paffectories e measare internal adoption bates on talking with tenusa and that's why.	Neutral	Statement-non-opinion
SPEAKER_05	1253.43	1264.40	Ye am, she was mor supat actory wu be hay, are they are they using the sales play right on which I don't think is a bad thing and then thei there's the external measurement, so she was looking at it from two different english.	Neutral	Statement-non-opinion
SPEAKER_04	1266.00	1267.52	Don't measure what you're not going to.	Negative	Collaborative Completion
SPEAKER_04	1268.33	1271.32	And so my question to pile and o nall was are youn.	Neutral	Statement-non-opinion
SPEAKER_04	1271.79	1273.44	Really going to use the data of.	Neutral	Collaborative Completion
SPEAKER_04	1273.98	1279.35	Who engaged with what assets and who engage with it? The sall's play? I don't think they care, I think they care about the.	Negative	Rhetorical-Questions
SPEAKER_04	1280.28	1280.80	And and.	Neutral	Statement-non-opinion
SPEAKER_04	1281.12	1284.77	What they care more about is the data inside on how to get there.	Negative	Statement-opinion
SPEAKER_05	1285.17	1285.39	No.	Neutral	Agree/Accept
SPEAKER_04	1285.78	1286.17	Im.	Neutral	Uninterpretable
SPEAKER_04	1286.66	1288.70	Tenuja apparently had talked with.	Neutral	Statement-non-opinion
SPEAKER_04	1289.32	1294.25	Summers about she was not comfortable about using pathfactory, but she was not speaking up in the group.	Negative	Abandoned or Turn-Exit
SPEAKER_04	1295.38	1295.80	Um.	Neutral	Uninterpretable
SPEAKER_04	1296.02	1298.01	And so I think a lot of.	Neutral	Statement-opinion
SPEAKER_04	1298.35	1299.57	Comes back to.	Neutral	Collaborative Completion
SPEAKER_04	1300.38	1300.83	Um.	Neutral	Uninterpretable
SPEAKER_04	1301.56	1304.32	And I never being recorded, but on is mosaias. I think that.	Neutral	Statement-non-opinion
SPEAKER_04	1304.59	1310.82	Dunk means well, but he is a v p and when he says we should do something, everybody says.	Neutral	Statement-non-opinion
SPEAKER_04	1311.16	1312.34	Oquay, we should do it that way.	Neutral	Statement-opinion
SPEAKER_04	1312.76	1315.24	And people are not being vocal about.	Neutral	Statement-opinion
SPEAKER_04	1315.98	1316.58	Their.	Neutral	Abandoned or Turn-Exit
SPEAKER_05	1317.66	1319.26	Ye I eam to disagreet that.	Neutral	Statement-non-opinion
SPEAKER_05	1319.58	1324.24	I'll be honest with you and is sam thankful that you jumped on an tat had bryan because, like it's now april, fifth,.	Neutral	Statement-non-opinion
SPEAKER_05	1324.62	1325.55	And we are still.	Neutral	Statement-non-opinion
SPEAKER_05	1325.86	1329.05	Talking about this stuff and we have to deliver some about the end of the week.	Neutral	Statement-non-opinion
SPEAKER_05	1329.42	1331.51	So we might need to get down to brass tax here and.	Negative	Statement-opinion
SPEAKER_05	1331.86	1333.97	Like get there as well I'man like.	Neutral	Abandoned or Turn-Exit
SPEAKER_05	1334.34	1336.57	How many is don't know wherd? Where do we just like.	Neutral	Wh-Question
SPEAKER_05	1337.37	1338.97	Tie it up, you know, there's.	Neutral	Statement-non-opinion
SPEAKER_02	1338.53	1339.51	There's also a.	Neutral	Statement-non-opinion
SPEAKER_02	1339.71	1343.46	There's a fragility to pathfactory and we want something that we can iterate on.	Neutral	Statement-non-opinion
SPEAKER_02	1343.78	1345.18	Which is why we were going handbook.	Neutral	Abandoned or Turn-Exit
SPEAKER_02	1345.53	1346.01	Reon.	Neutral	Statement-non-opinion
SPEAKER_02	1346.55	1356.70	And we get guglan litics on handbook pages, like we get data on how often a thing is hit and on how much time people spend on it, and if we just want to know are the plays getting looked at.	Negative	Statement-non-opinion
SPEAKER_02	1357.19	1362.26	No, we won't be able to distinguish internal from external hypees or anything like that. But we'll noted it's getting looked.	Neutral	Statement-non-opinion
SPEAKER_04	1360.74	1361.01	But.	Neutral	Statement-opinion
SPEAKER_04	1362.73	1366.54	I wonl re hat on that I' on that issue.	Neutral	Statement-non-opinion
SPEAKER_04	1366.88	1368.01	A brilliant thought.	Very Positive	Appreciation
SPEAKER_03	1368.48	1368.87	So.	Neutral	Statement-non-opinion
SPEAKER_03	1369.31	1369.73	Nom.	Neutral	Conventional-closing
SPEAKER_03	1370.88	1371.50	Let's do this.	Neutral	Action-directive
SPEAKER_03	1371.86	1374.86	You, you are the diari for your sales play.	Neutral	Statement-opinion
SPEAKER_03	1375.69	1381.22	So you you get to deside if you want a use paffactory and there's reasons that you think it would be valuable.	Negative	Statement-non-opinion
SPEAKER_03	1381.46	1383.00	You've heard why to use it.	Neutral	Statement-opinion
SPEAKER_04	1383.42	1390.89	I I isn't strouly added, be consistent across all three motions because we're going to drive sals nuts, if everybody has a different way of do in it,.	Negative	Statement-opinion
SPEAKER_03	1391.23	1402.74	Uh, that's at dilly recall. So actually this is thissis relgetimecist. So for the sake of that consistency, sindy you are the dear ri. So it's your call. Are we using pafactory or.	Neutral	Statement-non-opinion
SPEAKER_04	1391.82	1392.51	That's at dilly.	Neutral	Appreciation
SPEAKER_04	1404.26	1407.68	I would say: no, unless pile and onowll come back with a.	Neutral	Statement-opinion
SPEAKER_04	1407.95	1409.57	Response that I don't expect.	Neutral	Statement-opinion
SPEAKER_03	1410.59	1416.10	It so less so moving forward were not using pafactory, at least for the siteration.	Negative	Statement-opinion
SPEAKER_04	1416.42	1418.23	Not for but be careful.	Neutral	Collaborative Completion
SPEAKER_04	1418.43	1420.39	Because there's still mongh people that think.	Negative	Statement-opinion
SPEAKER_04	1420.68	1423.80	That te sales play is that everything- and it's not.	Neutral	Statement-opinion
SPEAKER_04	1424.73	1427.68	We would use pathfactory for the campaign.	Neutral	Statement-non-opinion
SPEAKER_04	1428.20	1432.66	To see the customer engagement, but we would not use it for the sales play.	Neutral	Statement-non-opinion
SPEAKER_04	1433.11	1436.47	Internally to understand the sales team's engagement.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	1437.05	1444.40	Ya, tis parker. Does that gev you enough clarity for you to deliver the thing that you need to deliver with a very tight time line.	Positive	Yes-No-Question
SPEAKER_05	1444.83	1454.12	Well, may we have, we have a good page, upright now um, I think so. Ight I mean just I clare. It's either, there's always a little something more as we're movin along you know. I mean at sajes.	Neutral	Statement-opinion
SPEAKER_05	1454.56	1455.07	Um.	Neutral	Uninterpretable
SPEAKER_05	1455.90	1460.23	It's like the a it's like the vidio game or the movy that never ends kind of think so psyke. I don't know when.	Neutral	Statement-opinion
SPEAKER_05	1461.16	1465.33	Ye it know where that the breaking point is or that the half life o.	Neutral	Collaborative Completion
SPEAKER_04	1465.33	1471.61	Ow ard, rather howar, cormac and somya. How we all do in the sales play. Is it a hanbuck page? Is it.	Neutral	Yes-No-Question
SPEAKER_06	1471.94	1476.06	Were we we're just getting there on on the davaps waye.	Neutral	Yes-No-Question
SPEAKER_02	1475.50	1485.54	And in our last call last week we just agreed to go hand book, but it looks like simultaneously. This issue. Conversation was going on about a pathractory tract.	Neutral	Statement-non-opinion
SPEAKER_03	1485.75	1486.29	I.	Neutral	Statement-non-opinion
SPEAKER_02	1485.87	1489.98	I good we have to make sure and william make sure as well. Please.	Neutral	Statement-non-opinion
SPEAKER_02	1490.22	1497.21	We have culture clash gone on here where, for example, we want to open a question about metrics. It starts with a slack thread with zac and me and.	Neutral	Statement-non-opinion
SPEAKER_02	1497.39	1500.31	Agnes cracks open n issue because she gets our culture.	Neutral	Statement-opinion
SPEAKER_02	1501.20	1505.05	And then a different faction says I'll schedule a meeting for this date.	Neutral	Statement-non-opinion
SPEAKER_02	1505.52	1509.44	And these three or four people are in that call and we're going to decide in that call we're doing.	Neutral	Statement-non-opinion
SPEAKER_04	1509.91	1510.98	Yer out about.	Neutral	Backchannel in question form
SPEAKER_02	1510.27	1519.50	Out about metrics and that's a culture clashere, we we need to reconcile because it ultimately ties back to which format we're going to use to deliver the play it tiesback to all these other things.	Negative	Statement-opinion
SPEAKER_02	1520.02	1521.76	So there's a call happening to day were.	Neutral	Statement-non-opinion
SPEAKER_02	1522.18	1524.32	Revers in that call thinks they're deciding.	Neutral	Statement-non-opinion
SPEAKER_02	1524.59	1528.02	What metrics we're going to get and what form out we're going to use for sales plays.	Neutral	Statement-non-opinion
SPEAKER_07	1528.31	1528.86	O away.	Neutral	Collaborative Completion
SPEAKER_02	1528.37	1532.20	O away the all we think we're deciding, we have to make surely reconcide as.	Neutral	Statement-opinion
SPEAKER_03	1531.93	1538.11	As to you sayn a you say, for example, there's a call to day, or you literally saying no tens a carol to day.	Neutral	Statement-opinion
SPEAKER_02	1536.56	1538.03	No tens a carol to day.	Neutral	Statement-opinion
SPEAKER_04	1538.03	1541.89	I'll see that there's a sut brought up to you, william, in ar lounge.	Neutral	Statement-non-opinion
SPEAKER_02	1538.63	1538.97	A.	Neutral	Collaborative Completion
SPEAKER_02	1540.81	1541.11	In.	Neutral	Collaborative Completion
SPEAKER_04	1542.40	1542.82	Dunk.	Neutral	Statement-non-opinion
SPEAKER_04	1543.39	1545.27	Up a meeting this afternoon.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	1545.74	1550.21	With dor dara and some other folks to talk about.	Neutral	Statement-non-opinion
SPEAKER_04	1551.31	1551.73	He was.	Neutral	Agree/Accept
SPEAKER_04	1552.42	1555.85	He was transparent about it in that it's in the meeting.	Neutral	Statement-non-opinion
SPEAKER_04	1556.32	1559.95	Agenda for to day for the go to market team.	Neutral	Collaborative Completion
SPEAKER_04	1560.49	1561.97	But he's not being he's not.	Neutral	Statement-non-opinion
SPEAKER_04	1562.31	1563.29	To bryan's point.	Neutral	Collaborative Completion
SPEAKER_04	1563.79	1565.38	That's not how we get work done here.	Negative	Statement-opinion
SPEAKER_03	1566.29	1566.56	So.	Neutral	Uninterpretable
SPEAKER_02	1566.56	1571.84	Ye I eond to reconcile what it means to be the dea raposile youletas. It also man, the former.	Neutral	Statement-opinion
SPEAKER_03	1567.29	1568.23	I eond to.	Neutral	Statement-non-opinion
SPEAKER_04	1569.90	1570.71	Youletas.	Neutral	Collaborative Completion
SPEAKER_04	1572.30	1576.52	He invited me that's my point. He invited me and somya at no other p.	Neutral	Statement-non-opinion
SPEAKER_03	1579.17	1579.40	I.	Neutral	Statement-non-opinion
SPEAKER_03	1579.96	1582.10	I I'm good with this then so.	Neutral	Statement-non-opinion
SPEAKER_03	1583.17	1583.55	I.	Neutral	Statement-non-opinion
SPEAKER_03	1583.82	1587.01	I'm locaded not be invited cindy if you are invited.	Negative	Statement-non-opinion
SPEAKER_03	1587.98	1588.33	And.	Neutral	Statement-non-opinion
SPEAKER_03	1588.77	1594.68	So this is this, I my thought on it cindy. You are the diarai for the definition of sails place across.	Neutral	Statement-non-opinion
SPEAKER_03	1594.96	1603.10	Bak bets it, this team is dearise for sails place, full stop for the metrics for the forement, for everything like. If there's any confusion about that.	Neutral	Statement-opinion
SPEAKER_03	1603.23	1603.62	Like.	Neutral	Collaborative Completion
SPEAKER_03	1604.01	1611.99	Let me know, I'm pretty sure that I have like agreement from dunk and tod and a whole bunch of people that that is the case. There should be no confusion. There.	Neutral	Statement-opinion
SPEAKER_03	1612.46	1618.49	And that oll this team city, if there's any, call to be made in there's confusion, just make the call.	Negative	Statement-non-opinion
SPEAKER_03	1619.19	1620.04	Which includes.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	1620.53	1621.42	If there's a meeting.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	1622.57	1623.35	Just say like.	Neutral	Statement-non-opinion
SPEAKER_03	1623.92	1626.52	No, where no cat a do meeting we'll decide this in an issue.	Neutral	Statement-opinion
SPEAKER_03	1627.04	1634.23	I'm good with that too or whatever. If you want to go to themeeting, that's fine like whatever year the d'ar I like run it how you was.	Neutral	Statement-non-opinion
SPEAKER_05	1634.87	1654.35	I must feeling a meeting would be good but a meeting where every one is there, like all hands boom red alarmd this afternoon, we're all meeting listen to sindy. This is the definition as everyone clear. Do you have questions any questions right now boom like that's. What I think would be a good idea cause otherwise can take more days for every one to come on board and ther could still be back. Alleys uf, I think, like ut,.	Neutral	Statement-opinion
SPEAKER_04	1654.08	1654.65	Ut all.	Neutral	Repeat-phrase
SPEAKER_05	1654.48	1657.18	I don't know how the phrase I can't use the phrase ot the arents.	Negative	Statement-non-opinion
SPEAKER_04	1656.22	1658.92	Phrase ot the arents paternanis atress on.	Neutral	Collaborative Completion
SPEAKER_04	1659.59	1660.71	Bagoriablthing is.	Neutral	Statement-non-opinion
SPEAKER_04	1662.70	1665.20	Sales people, no one from sales, is invited.	Neutral	Statement-non-opinion
SPEAKER_04	1665.52	1665.90	En.	Neutral	Repeat-phrase
SPEAKER_04	1666.43	1673.14	And yet sales was the one that said: thathey wantedmetric, so I' just feel like. We've got a lot of disconnacs and a lot of fragment of things to bryan's point.	Negative	Statement-non-opinion
SPEAKER_04	1673.97	1674.78	Nowing o think.	Neutral	Backchannel in question form
SPEAKER_05	1674.27	1685.65	O think may not solve it. In my pennycause we've been doing it a sint kind of whole time or different, like a jespilaky, a having a one, the that come to the promise land moment. That was the the phrase on one to use that wasn't.	Negative	Statement-opinion
SPEAKER_05	1685.85	1688.92	Friendly but haven't one of those would be, I think, beneficial.	Neutral	Abandoned or Turn-Exit
SPEAKER_05	1690.32	1691.47	Even though it's not typical.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	1691.47	1694.96	Well, we have, we have a venue for that. Parker.	Neutral	Statement-non-opinion
SPEAKER_03	1695.40	1699.06	Which is the thursday stratege an tactics, all hands.	Neutral	Abandoned or Turn-Exit
SPEAKER_03	1700.95	1703.16	Right or do we kind o.	Neutral	Declarative Yes-No-Question
SPEAKER_03	1703.43	1707.82	We hear a discussion of people or do we just't need a distribution chantel.	Neutral	Statement-non-opinion
SPEAKER_05	1711.20	1714.23	A I meau, that's a good question, I'm not sure an imot how anywhere everyone's.	Negative	Statement-non-opinion
SPEAKER_05	1715.03	1715.84	Wherever one's a.	Neutral	Collaborative Completion
SPEAKER_03	1716.02	1726.15	In my opinion, we don't need any discussion, there's no need for discussion, there's zeronee. The reason. Why is because we have a dar e and at git lab the d ary makes the decision.	Negative	Statement-opinion
SPEAKER_03	1726.71	1731.40	So anybody can provide whatever imput they want. If we're not taking him put, I fe're not listening, we're not doing it right.	Negative	Statement-opinion
SPEAKER_03	1731.97	1738.18	But people can provide and put and then a dearri makes a decision. There's no need for cincensis we're, not a consensus, driven ork.	Neutral	Statement-opinion
SPEAKER_05	1738.48	1748.51	When I colieve y foundat ifalumtilism awareness so that like if anyone has concerns a pilactic ky, we keep having these disconnects come back and bite us right. So I hi com we just.	Negative	Statement-non-opinion
SPEAKER_06	1748.51	1752.96	Nip it, I don't link the issue. No, I I think I found the issue that.	Neutral	Statement-non-opinion
SPEAKER_06	1753.06	1766.09	Tries to the meeting, which I also found by looking on on a sindy's calendar ah- and I like that issue at three f. So if we have fee back beforehand, we shuld probably pop it in there. If that's the correct issue.	Negative	Statement-non-opinion
SPEAKER_04	1767.41	1769.43	So here's the deal, though william.	Neutral	Action-directive
SPEAKER_04	1769.79	1773.08	You say I culd just say: we're not go, have a meeting on this cause. I'm de yari.	Neutral	Statement-non-opinion
SPEAKER_04	1774.60	1775.63	Dunks v p.	Neutral	Collaborative Completion
SPEAKER_04	1776.13	1777.04	Am I going to say.	Neutral	Backchannel in question form
SPEAKER_04	1777.41	1777.80	Dunk.	Neutral	Statement-non-opinion
SPEAKER_04	1779.12	1781.90	We're we're not what I'm cancelling you are meeting.	Negative	Statement-non-opinion
SPEAKER_04	1782.65	1783.64	That's a little awkward.	Negative	Statement-opinion
SPEAKER_03	1784.22	1798.90	Ohe, that's that's fair. I would say that un I've conn even become aware of this. Like un, I've started a notice that, like conversations I had a week before being a manager and a week after being a manager are different because.	Neutral	Statement-non-opinion
SPEAKER_03	1799.08	1810.98	You know tht have different contact so of your v p. Then it has your words. Have diferent contacts for you. You might think you're making a suggestion or you're trying to be helpful. But you know because of your title and in place nit an order.	Neutral	Statement-opinion
SPEAKER_03	1811.10	1814.07	It sounds like its. We have to do this.	Neutral	Statement-opinion
SPEAKER_03	1814.30	1830.69	In so ii would say this as cent of my general notion on git lab perd, o briane's point about et lap. Culture like gitlab is a communicate, direct culture. That's so anybody in here should feel free to talk directly to anybody all the way of toour exectin.	Neutral	Statement-opinion
SPEAKER_03	1831.58	1839.45	If you, if, if that's not the case, I would say I'm happy, I'm happy for you to esculate to me and say likay. I wanted and make this communication.	Positive	Statement-non-opinion
SPEAKER_03	1840.04	1841.62	To such and such a person.	Neutral	Collaborative Completion
SPEAKER_03	1842.38	1843.36	It seems awkward.	Negative	Statement-opinion
SPEAKER_03	1844.34	1847.28	I'm happy to like help out in that case as well.	Positive	Statement-non-opinion
SPEAKER_03	1847.68	1848.19	Um.	Neutral	Uninterpretable
SPEAKER_04	1848.61	1852.63	I' figured I'll go to the meeting that he set up to day and see hat, be.	Neutral	Statement-non-opinion
SPEAKER_04	1854.52	1855.61	What the issues.	Neutral	Backchannel in question form
SPEAKER_04	1856.41	1857.57	If the concerns are.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	1858.72	1859.26	Em.	Neutral	Repeat-phrase
SPEAKER_04	1861.32	1864.93	Ibut, I don't think it's appropriate for me to say to him.	Negative	Statement-opinion
SPEAKER_04	1866.14	1866.48	M.	Neutral	Uninterpretable
SPEAKER_04	1867.07	1868.64	You know we don't need to have this meeting.	Negative	Statement-opinion
SPEAKER_03	1869.23	1869.57	Oge.	Neutral	Statement-non-opinion
SPEAKER_03	1870.58	1896.75	In that that's cool, see, I think, that's like you should be able to do that and l we should take him put, and so clearly he scudgle the meeting, because he thinks that there's some challenge to be had or something to communicate. So, like yes, like oqey, let's go and listen. I think that that's fine, a I'll so think it's fine for the sake of diversity, for the sake of, like all the other things to say, li can we push to say sink, but t's. Also, fine a go, I'm not even seeing it. What time is it at.	Negative	Statement-opinion
SPEAKER_03	1900.26	1903.91	I was like looking at yoi as lookin at your calendar syndy, but I don't see thee.	Negative	Statement-non-opinion
SPEAKER_07	1905.04	1905.38	Meading.	Neutral	Collaborative Completion
SPEAKER_07	1906.37	1909.87	Its at elevena, pacific.	Neutral	Statement-non-opinion
SPEAKER_07	1911.54	1913.51	James kalanger and.	Neutral	Statement-non-opinion
SPEAKER_03	1913.65	1916.85	Oh okets calle chabes calling to hear dunc sinc.	Neutral	Collaborative Completion
SPEAKER_04	1917.49	1917.81	Ya.	Neutral	Appreciation
SPEAKER_03	1918.19	1918.51	Noge.	Neutral	Repeat-phrase
SPEAKER_04	1918.78	1922.76	Funny, because that was inciteful into who he thought needed to sink up on.	Neutral	Statement-opinion
SPEAKER_03	1923.64	1924.04	At.	Neutral	Collaborative Completion
SPEAKER_03	1924.55	1925.04	Um.	Neutral	Uninterpretable
SPEAKER_00	1927.67	1929.24	E so before we mon.	Neutral	Abandoned or Turn-Exit
SPEAKER_00	1929.41	1930.42	To the next fine.	Neutral	Collaborative Completion
SPEAKER_00	1930.71	1931.16	Catlo.	Neutral	Statement-non-opinion
SPEAKER_00	1931.55	1932.28	Great.	Very Positive	Appreciation
SPEAKER_00	1932.77	1933.26	Am.	Neutral	Uninterpretable
SPEAKER_00	1933.88	1935.97	Are we agried tet, we one o yous.	Neutral	Yes-No-Question
SPEAKER_00	1936.58	1938.91	The handbook for the sailors play.	Neutral	Statement-non-opinion
SPEAKER_00	1939.35	1940.12	Laybo or.	Neutral	Collaborative Completion
SPEAKER_00	1940.49	1942.25	A be stillconuse different.	Neutral	Collaborative Completion
SPEAKER_00	1942.55	1943.08	Autions.	Neutral	Statement-non-opinion
SPEAKER_00	1943.85	1945.24	Because theyre so.	Neutral	Statement-opinion
SPEAKER_00	1945.54	1948.29	Let me let me articulate my question: a littlble.	Neutral	Hold before answer/agreement
SPEAKER_00	1948.54	1953.35	Are a couple of aspects of the sane pable plates wor? There are a few.	Neutral	Yes-No-Question
SPEAKER_00	1953.93	1961.64	Things like the elevator, pich or r, you know the diffrenciations objection, handing and so on, which will be part of.	Neutral	Statement-non-opinion
SPEAKER_00	1961.74	1963.44	Same sple boocatserf, so that.	Negative	Statement-opinion
SPEAKER_00	1963.78	1965.13	Will be pardof the hand book.	Neutral	Collaborative Completion
SPEAKER_00	1965.76	1966.52	Ah,.	Neutral	Acknowledge (Backchannel)
SPEAKER_00	1967.06	1975.09	The rest of the essets, which bear redirecting to sails to look at, for example, the customo dic, or it could be.	Neutral	Statement-non-opinion
SPEAKER_00	1975.49	1978.09	You know some form of collateral that wear creating.	Neutral	Statement-non-opinion
SPEAKER_00	1978.56	1980.66	Ah parently, it.	Neutral	Collaborative Completion
SPEAKER_00	1980.89	1986.73	Eiger ipedier, if for a presedition or a word document, I think.	Neutral	Statement-non-opinion
SPEAKER_00	1986.85	1988.54	My understanding from what.	Neutral	Statement-non-opinion
SPEAKER_00	1989.04	1992.40	Blunk and the deam wanted was at those.	Neutral	Statement-opinion
SPEAKER_00	1993.04	1994.97	Reside in park factory.	Neutral	Statement-non-opinion
SPEAKER_00	1995.46	2001.43	So that sales have a single place to go for a poticlogitia motion for the esses.	Negative	Statement-non-opinion
SPEAKER_00	2002.00	2004.00	And the seals pleaboot percy.	Neutral	Statement-non-opinion
SPEAKER_00	2004.52	2004.84	Good.	Positive	Appreciation
SPEAKER_00	2005.04	2006.29	Good recide, any wit,.	Positive	Statement-opinion
SPEAKER_00	2006.59	2010.00	Rat, so that could be a handbook that could be a word document whatever.	Negative	Statement-non-opinion
SPEAKER_00	2010.83	2011.35	So.	Neutral	Statement-non-opinion
SPEAKER_00	2012.37	2012.94	Om.	Neutral	Acknowledge (Backchannel)
SPEAKER_00	2013.95	2018.76	Are we saying that we don't want to put the other assets, this frien and bot.	Negative	Yes-No-Question
SPEAKER_04	2019.17	2021.71	The assits that are custom are facing.	Neutral	Statement-opinion
SPEAKER_04	2022.54	2024.84	A that a sale's person would.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	2024.94	2026.59	Send to the customer.	Neutral	Collaborative Completion
SPEAKER_04	2027.11	2032.02	Belong in pathfactory, because we want to track the customer's engagement with those.	Neutral	Statement-non-opinion
SPEAKER_04	2032.60	2033.46	So if you've got.	Neutral	Statement-opinion
SPEAKER_04	2034.25	2034.81	Im.	Neutral	Uninterpretable
SPEAKER_04	2036.23	2038.05	I don't know about a customer deck.	Negative	Statement-non-opinion
SPEAKER_04	2038.34	2043.04	They shouldn't really just be sending the deck. They should be having a conversation using the deck.	Neutral	Statement-opinion
SPEAKER_04	2043.53	2045.05	That may be a new onts, but.	Neutral	Statement-opinion
SPEAKER_04	2045.37	2046.17	If you've got.	Neutral	Statement-opinion
SPEAKER_04	2046.71	2051.21	A piece of calateral and e book, a a customer story.	Negative	Statement-non-opinion
SPEAKER_04	2051.68	2054.08	All of those customer facing.	Neutral	Statement-opinion
SPEAKER_04	2054.57	2058.11	Are already in pathfactory, all they need to do is.	Negative	Statement-opinion
SPEAKER_04	2058.96	2064.76	Give a tracking link to the campaign and that tracking lnk is what the sails person.	Neutral	Statement-opinion
SPEAKER_04	2065.35	2066.96	Should use to sand.	Neutral	Collaborative Completion
SPEAKER_04	2067.41	2068.64	And that should be in.	Neutral	Statement-opinion
SPEAKER_04	2069.49	2070.16	The play book.	Neutral	Collaborative Completion
SPEAKER_04	2071.06	2072.37	And it should and.	Neutral	Statement-opinion
SPEAKER_04	2072.63	2074.40	In my mind, wit, the way we.	Neutral	Abandoned or Turn-Exit
SPEAKER_04	2075.26	2077.55	Iil never forget when I first came here.	Neutral	Statement-non-opinion
SPEAKER_04	2078.09	2078.36	And.	Neutral	Statement-non-opinion
